budget,movie_id,popularity,release_date,revenue,runtime,status,tagline,movie_title,vote_average,vote_count,language,full_original_name,country_short,country_name,release_date_season,oscar_year,year_of_release,award,actor_id,actor,director_id,director_name,genres,keywords,production,release_year,release_month,release_dayofweek,release_year_bins
16000000.0,10571,9.1,2000-06-16,20627372.0,94,Released,Warning: Sex Changes Everything,Boys and Girls,5.4,100,en,English,US,United States of America,Summer,0,0,Non-nominee,33260,Freddie Prinze Jr.,64815,Robert Iscove,"Comedy, Drama, Romance","soulmates, new love, platonic love, lovers, girlfriend, model student, friendship, motherly love, student movie, student, university, relationship",Punch 21 Productions,2000,6,4,2001-2010
28000000.0,10577,6.8,2000-12-22,33000337.0,99,Released,The Most Seductive Evil of All Time Has Now Been Unleashed in Ours.,Dracula 2000,4.6,100,en,English,US,United States of America,Winter,0,0,Non-nominee,17276,Gerard Butler,27226,Patrick Lussier,"Thriller, Horror","vampire, dracula, bite, blood, vlad, fang vamp","Neo Art & Logic, Dimension Films, Wes Craven Films",2000,12,4,2001-2010
9000000.0,10585,27.6,1988-11-08,44196684.0,87,Released,Chucky is one mean S.O.B.,Child's Play,6.3,600,en,English,US,United States of America,Fall,0,0,Non-nominee,2022,Catherine Hicks,64796,Tom Holland,"Horror, Thriller","gun, birthday, voodoo, toy, stalker, murder, blood, slasher, explosion, killer, doll, evil, toy comes to life, ginger",United Artists,1988,11,1,1971-1990
50000000.0,10586,12.5,1996-10-11,75000000.0,109,Released,Prey For The Hunters,The Ghost and the Darkness,6.4,200,en,English,DE,Germany,Fall,0,0,Non-nominee,3392,Michael Douglas,2042,Stephen Hopkins,Adventure,"africa, lion, bridge, based on true story, kenya, animal attack, lion attack, colonialism, swahili","Constellation Films, Paramount",1996,10,4,1991-2000
0.0,10588,18.3,2003-11-21,0.0,82,Released,Don't mess with the hat.,The Cat in the Hat,4.9,400,en,English,US,United States of America,Fall,0,0,Non-nominee,12073,Mike Myers,5133,Bo Welch,"Comedy, Fantasy, Family","cat, brother sister relationship, boredom, chaos, step father, based on children's book","Imagine Entertainment, DreamWorks SKG, Universal Pictures",2003,11,4,2001-2010
60000000.0,10589,14.1,2004-11-12,61347797.0,97,Released,Who will walk away?,After the Sunset,6.0,200,en,English,US,United States of America,Fall,0,0,Non-nominee,517,Pierce Brosnan,11091,Brett Ratner,"Action, Comedy, Crime, Drama","bahamas, master thief, crook couple","New Line Cinema, Contrafilm, Firm Films",2004,11,4,2001-2010
75000000.0,10590,19.7,2002-03-01,114660784.0,138,Released,400 U.S paratroopers. 4000 Vietnamese soldiers. 12 000 miles away from home. 1 man led them into battle.,We Were Soldiers,6.7,500,en,English,DE,Germany,Spring,0,0,Non-nominee,2461,Mel Gibson,2460,Randall Wallace,"Action, History, War","vietnam veteran, missile, vietnam war, army, major, based on true story, steel helmet, soldier, explosion, battle, bayonet, death, vietnamese","Icon Entertainment International, Wheelhouse Entertainment, Motion Picture Production GmbH & Co. Erste KG",2002,3,4,2001-2010
25000000.0,10591,39.8,2004-04-09,30411183.0,108,Released,Matt never saw her coming... but all his friends had!,The Girl Next Door,6.3,800,en,English,US,United States of America,Spring,0,0,Non-nominee,46593,Emile Hirsch,65734,Luke Greenfield,Comedy,"porn actor, pornographic video, high school, school party, blonde, girl next door","Regency Enterprises, Epsilon Motion Pictures, New Regency Pictures, Daybreak",2004,4,4,2001-2010
70000000.0,10592,14.2,2002-02-15,32287044.0,125,Released,"Beyond Courage, Beyond Honor.",Hart's War,5.9,200,en,English,US,United States of America,Winter,0,0,Non-nominee,62,Bruce Willis,17812,Gregory Hoblit,"Drama, War","black people, world war ii, prisoners of war, u.s. army, war, escape, tribunal, trial, soldier, military tribunal, xenophobia","David Foster Productions, Cheyenne Enterprises, Metro-Goldwyn-Mayer (MGM), David Ladd Films",2002,2,4,2001-2010
55000000.0,10603,22.6,1997-07-15,0.0,92,Released,Watch out!,George of the Jungle,5.4,500,en,English,US,United States of America,Summer,0,0,Non-nominee,18269,Brendan Fraser,54967,Sam Weisman,"Adventure, Comedy, Family, Romance","africa, san francisco, gorilla, lion, feral child, jungle","Walt Disney Pictures, Mandeville Films",1997,7,1,1991-2000
12000000.0,10611,10.3,2002-04-01,75781642.0,102,Released,Everyone's gettin' lined up.,Barbershop,6.2,100,en,English,US,United States of America,Spring,0,0,Non-nominee,9778,Ice Cube,20400,Tim Story,"Comedy, Drama","hairdresser, shop, neighbor, debt, meeting, hoodlum",Metro-Goldwyn-Mayer (MGM),2002,4,0,2001-2010
12716953.0,10622,7.1,1997-01-31,18814720.0,113,Released,Fight first. Apologize later.,Mr. Nice Guy,6.3,100,cn,Chinese,AU,Australia,Winter,0,0,Non-nominee,18897,Jackie Chan,62410,Sammo Hung,"Crime, Action, Comedy","journalist, martial arts, cook, drug dealer",Golden Harvest Company,1997,1,4,1991-2000
25000000.0,10623,12.8,2003-02-28,56489558.0,101,Released,Mortal enemies make dangerous friends.,Cradle 2 the Grave,5.8,200,en,English,US,United States of America,Winter,0,0,Non-nominee,1336,Jet Li,10765,Andrzej Bartkowiak,"Action, Crime, Drama","robbery, diamant, intelligence, bank robber, thief, bank robbery, financial transactions, hoodlum","Silver Pictures, Warner Bros.",2003,2,4,2001-2010
17000000.0,10625,36.4,2004-04-30,129042871.0,97,Released,Welcome to girl world.,Mean Girls,6.9,2300,en,English,US,United States of America,Spring,0,0,Non-nominee,49265,Lindsay Lohan,54050,Mark Waters,Comedy,"female friendship, high school, fish out of water, best friend, teenager, popularity, gossip, teen comedy, high school rivalry, new girl at school","Paramount Pictures, Broadway Video, M.G. Films",2004,4,4,2001-2010
0.0,10628,10.3,2003-01-17,0.0,89,Released,He stole the money... And he's not giving it back.,Kangaroo Jack,4.3,200,en,English,AU,Australia,Winter,0,0,Non-nominee,3035,Jerry O'Connell,48980,David McNally,"Comedy, Adventure, Crime","money delivery, fool, australia, hoodlum, kangaroo","Castle Rock Entertainment, Jerry Bruckheimer Films, Warner Bros.",2003,1,4,2001-2010
17000000.0,10629,9.6,2003-07-11,1569918.0,98,Released,Why would anyone want to kill Veronica Guerin?,Veronica Guerin,6.8,100,en,English,IE,Ireland,Summer,0,0,Non-nominee,112,Cate Blanchett,5572,Joel Schumacher,"Drama, Crime, Thriller","journalism, police, drug scene, murder, drug lord","Jerry Bruckheimer Films, Touchstone Pictures",2003,7,4,2001-2010
55000000.0,10632,8.6,2003-03-11,34234008.0,94,Released,Some men should not be found.,The Hunted,6.0,200,en,English,US,United States of America,Spring,0,0,Non-nominee,2176,Tommy Lee Jones,15175,William Friedkin,"Drama, Action, Thriller, Crime","hunter, fbi, knife, balkan war, woods, psychopathic killer, slaughter, survivalist, maniac, special forces, killing spree, combat, ex soldier, dark past, manhunt, gory violence","Lakeshore Entertainment, Alphaville Films",2003,3,1,2001-2010
3500000.0,10634,25.6,1995-04-26,28215918.0,91,Released,A lot can go down between thursday and saturday...,Friday,7.0,500,en,English,US,United States of America,Spring,0,0,Non-nominee,9778,Ice Cube,37932,F. Gary Gray,Comedy,"rap music, parents kids relationship, rapper, job",New Line Cinema,1995,4,2,1991-2000
30000000.0,10637,26.0,2000-09-29,136706683.0,113,Released,History is written by the winners.,Remember the Titans,7.4,800,en,English,US,United States of America,Fall,0,0,Non-nominee,5292,Denzel Washington,52358,Boaz Yakin,Drama,"ku klux klan, american football, trainer, sports team, race politics, coaction, apartheid, sport, high school, racial segregation, racist, based on true story, american football player, xenophobia, head coach","Walt Disney Pictures, Jerry Bruckheimer Films, Technical Black, Run It Up Productions Inc.",2000,9,4,2001-2010
65000000.0,10641,8.7,2000-08-11,0.0,103,Released,He fell in love for the first time. She fell in love forever.,Autumn in New York,5.7,100,en,English,US,United States of America,Summer,0,0,Non-nominee,1205,Richard Gere,6720,Joan Chen,"Drama, Romance","new love, love of one's life, unexpected happiness, dying and death, success, kiss, love, relationship, unhappiness, woman director, fear of dying","Lakeshore Entertainment, Metro-Goldwyn-Mayer (MGM)",2000,8,4,2001-2010
0.0,10642,5.2,2000-07-21,0.0,98,Released,Dare to be different.,Loser,5.0,100,en,English,US,United States of America,Summer,0,0,Non-nominee,21593,Jason Biggs,57434,Amy Heckerling,"Drama, Comedy, Romance, Family","college, lost and found, older brother younger sister, woman director, young adult, college student",Columbia Pictures,2000,7,4,2001-2010
1000000.0,10643,3.3,1999-12-11,10037390.0,107,Released,Get ready to crumble.,Godzilla 2000,5.9,0,ja,Japanese,JP,Japan,Winter,0,0,Non-nominee,66152,Takehiro Murata,50651,Takao Okawara,"Adventure, Horror, Action, Science Fiction","japan, monster, flying saucer, godzilla, city, kaiju",Toho Film (Eiga) Co. Ltd.,1999,12,5,1991-2000
11000000.0,10646,7.1,2001-03-30,23430766.0,95,Released,The Last Man Standing Gets The Kitty.,Tomcats,4.9,100,en,English,US,United States of America,Spring,0,0,Non-nominee,3035,Jerry O'Connell,50942,Gregory Poirier,"Comedy, Romance","compulsive gambling, roulette, stag night, group of friends","Columbia Pictures, Revolution Studios",2001,3,4,2001-2010
40000000.0,10647,24.3,2000-10-12,55707411.0,122,Released,"When someone does you a big favor, don't pay it back... Pay It Forward",Pay It Forward,7.0,400,en,English,US,United States of America,Fall,0,0,Non-nominee,1979,Kevin Spacey,51984,Mimi Leder,"Drama, Romance","child's point of view, candlelight vigil, good deed, exotic dancer, schoolteacher, extra credit assignment, disfigurement, junior high school, burn injury, woman director","Bel Air Entertainment, Warner Bros.",2000,10,3,2001-2010
2000000.0,10656,5.3,1985-04-10,390659.0,104,Released,An underground story where lives intertwine,Subway,6.3,100,fr,French,FR,France,Spring,0,0,Non-nominee,6553,Isabelle Adjani,59,Luc Besson,"Action, Thriller","paris, culture clash, subway, metropolis, blackmail, document, criminal, socialite, punk band",Gaumont,1985,4,2,1971-1990
37000000.0,10658,11.4,1986-08-01,37962774.0,110,Released,You will believe that a duck can talk.,Howard the Duck,5.1,200,en,English,US,United States of America,Summer,0,0,Non-nominee,1063,Lea Thompson,686,Willard Huyck,"Comedy, Fantasy, Science Fiction","duck, physicist, extraterrestrial, anthropomorphism, alien invasion, alternative reality","Lucasfilm, Universal Pictures",1986,8,4,1971-1990
90000000.0,10661,40.6,2008-06-05,201596308.0,113,Released,Lather. Rinse. Save the world.,You Don't Mess with the Zohan,5.5,1000,en,English,US,United States of America,Summer,0,0,Non-nominee,19292,Adam Sandler,17494,Dennis Dugan,"Comedy, Action","new york, israel, middle east, hairdresser, ladykiller, mossad, israeli, palestinian, heart-throb, middle east conflict, hairstyle, hacky sack","Columbia Pictures, Happy Madison Productions, Sony Pictures Releasing, Relativity Media",2008,6,3,2001-2010
23000000.0,10663,23.8,1998-11-06,185991646.0,90,Released,You can mess with him. But don't mess with his water.,The Waterboy,5.9,500,en,English,US,United States of America,Fall,0,0,Non-nominee,19292,Adam Sandler,57370,Frank Coraci,Comedy,"sport, social outcast, ridicule, lawn mower, deserted by husband, low self esteem, black and white to color",Touchstone Pictures,1998,11,4,1991-2000
5600000.0,10664,22.3,2009-09-15,18469680.0,85,Released,Fear Revisited,[REC]²,6.4,500,es,Spanish,ES,Spain,Fall,0,0,Non-nominee,34793,Manuela Velasco,54525,Jaume Balagueró,"Thriller, Horror","religion and supernatural, blood sample, occult, swat team, gas mask, night vision, freezer, found footage",Filmax,2009,9,1,2001-2010
15000000.0,10673,24.9,1987-12-10,43848069.0,126,Released,Every dream has a price.,Wall Street,7.0,500,en,English,US,United States of America,Winter,0,0,Non-nominee,6952,Charlie Sheen,1152,Oliver Stone,"Crime, Drama","power, fraud, broker, wall street, finances, lawyer, union, millionaire, stock broker",Twentieth Century Fox Film Corporation,1987,12,3,1971-1990
90000000.0,10674,67.4,1998-06-18,304320254.0,88,Released,"This time, the princess saves the prince.",Mulan,7.6,2000,en,English,US,United States of America,Summer,0,0,Non-nominee,776,Eddie Murphy,66190,Tony Bancroft,"Animation, Family, Adventure","homeland, musical, training, daughter, cricket, princess, dragon, luck","Walt Disney Pictures, Walt Disney Feature Animation",1998,6,3,1991-2000
2500000.0,10676,12.0,1982-10-22,14400000.0,98,Released,...and now the earth will run with blood again!,Halloween III: Season of the Witch,5.0,200,en,English,US,United States of America,Fall,0,0,Non-nominee,11784,Tom Atkins,11777,Tommy Lee Wallace,"Horror, Mystery, Science Fiction","commercial, factory, gas station, curfew, mask, halloween, hospital, doctor, death, surveillance camera, stonehenge",Universal Pictures,1982,10,4,1971-1990
20000000.0,10678,8.4,2003-03-07,132675402.0,105,Released,"Everything he needed to know about life, she learned in prison.",Bringing Down the House,5.4,200,en,English,US,United States of America,Spring,0,0,Non-nominee,67773,Steve Martin,20739,Adam Shankman,Comedy,"prison, ex-boyfriend, support, escape, lawyer","Hyde Park Films, Touchstone Pictures",2003,3,4,2001-2010
180000000.0,10681,66.4,2008-06-22,521311860.0,98,Released,An adventure beyond the ordinar-E.,WALL·E,7.8,6300,en,English,US,United States of America,Summer,0,0,Non-nominee,670,Ben Burtt,7,Andrew Stanton,"Animation, Family",romantic comedy,"Walt Disney Pictures, Pixar Animation Studios, FortyFour Studios",2008,6,6,2001-2010
3000000.0,10683,10.8,1998-10-16,2807390.0,139,Released,Finding happiness can be a tragic comedy.,Happiness,7.4,200,en,English,US,United States of America,Fall,0,0,Non-nominee,209,Jane Adams,66605,Todd Solondz,"Comedy, Drama","rape, sister sister relationship, lover (female), pedophilia, sister, partnership, stalker, secret love, independent film, relationship, extramarital affair, family conflict, unhappiness","Killer Films, Good Machine",1998,10,4,1991-2000
46000000.0,10684,13.0,1996-07-04,100860818.0,117,Released,A medal for honor. A search for justice. A battle for truth.,Courage Under Fire,6.2,200,en,English,US,United States of America,Summer,0,0,Non-nominee,5292,Denzel Washington,9181,Edward Zwick,"Drama, Thriller, Mystery, War","gulf war, pilot, u.s. army, praise, rescue mission, dead soldier, tank, medal",Fox 2000 Pictures,1996,7,3,1991-2000
33000000.0,10685,7.3,2000-09-08,0.0,96,Released,Don't go home alone.,The Watcher,4.9,100,en,English,US,United States of America,Fall,0,0,Non-nominee,13548,James Spader,66604,Joe Charbanic,"Mystery, Thriller","chicago, fbi, menace, covered investigation, state of emergency, investigation, suspense, serial killer, little girl, psychiatrist, fbi agent, psychotherapy",Universal Pictures,2000,9,4,2001-2010
13000000.0,10691,6.1,2001-06-29,16929123.0,99,Released,When it's real. When it's right. Don't let anything stand in your way.,Crazy/Beautiful,6.6,100,en,English,US,United States of America,Summer,0,0,Non-nominee,205,Kirsten Dunst,57082,John Stockwell,"Drama, Romance","lovesickness, jealousy, parents kids relationship, love of one's life, cutting the cord, forbidden love, kiss, crush, teenage crush, relationship, unhappiness","Touchstone Pictures, Ufland",2001,6,4,2001-2010
22000000.0,10696,3.8,2001-09-21,5271666.0,104,Released,"In music she found her dream, her love, herself.",Glitter,3.4,0,en,English,US,United States of America,Fall,0,0,Non-nominee,66586,Mariah Carey,6198,Vondie Curtis-Hall,"Drama, Romance","talent, career woman, talent show, movie star","Twentieth Century Fox Film Corporation, Laurence Mark Productions, Columbia Pictures Corporation, Glitter Productions, Maroon Entertainment",2001,9,4,2001-2010
9000000.0,10705,4.6,1989-10-05,0.0,137,Released,The great adventure of a king who defied the odds to prove himself a man.,Henry V,7.4,100,en,English,GB,United Kingdom,Fall,1946,1944,Nominee,11181,Kenneth Branagh,11181,Kenneth Branagh,"War, Drama, History, Action, Romance","shakespeare, hero, kingdom, war, based on play, gritty, medieval, king of england","BBC Films, Samuel Goldwyn Company, Renaissance Films",1989,10,3,1971-1990
